Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,PRE - ORDER DELIVERY (product.metafields.custom.pre_order_delivery),Pyramid Description (product.metafields.custom.pyramid_description),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Low stock threshold (product.metafields.sam.lowstockthreshold),Color (product.metafields.shopify.color-pattern),Dispenser type (product.metafields.shopify.dispenser-type),Fragrance (product.metafields.shopify.fragrance),Incense type (product.metafields.shopify.incense-type),Material (product.metafields.shopify.material),Occasion (product.metafields.shopify.occasion),Olfactory family (product.metafields.shopify.olfactory-family),Product form (product.metafields.shopify.product-form),Scent (product.metafields.shopify.scent),Season (product.metafields.shopify.season),Target gender (product.metafields.shopify.target-gender),Usage type (product.metafields.shopify.usage-type),EasifyBoxBuilderUrl (product.metafields._easifyboxbuilder.url),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Arab Emirates,Price / United Arab Emirates,Compare At Price / United Arab Emirates,Included / Bahrain,Price / Bahrain,Compare At Price / Bahrain,Included / KSA,Price / KSA,Compare At Price / KSA,Included / Kuwait,Price / Kuwait,Compare At Price / Kuwait,Included / NORTH AFRICA,Price / NORTH AFRICA,Compare At Price / NORTH AFRICA,Included / Oman,Price / Oman,Compare At Price / Oman,Included / Qatar,Price / Qatar,Compare At Price / Qatar,Status
la-fede-magnum-gold-edition-100-ml-edp-spray,LA FEDE MAGNUM GOLD EDITION 100 ML EAU DE PARFUME SPRAY,"<p data-mce-fragment=""1"">Indulge in the opulence of LA FEDE MAGNUM GOLD EDITION by Khadlaj Perfumes, a fragrance that epitomizes luxury and sophistication. Crafted with the finest ingredients and presented in a limited edition gold bottle, this scent is a tribute to the timeless allure of indulgence and refinement.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Top Notes - Cypriol, Saffron, Bergamot, Apple:</strong> LA FEDE MAGNUM GOLD EDITION opens with an exquisite blend of Cypriol, Saffron, Bergamot, and Apple. The earthy richness of Cypriol and the aromatic warmth of Saffron are complemented by the citrusy brightness of Bergamot and the crisp sweetness of Apple. This top note ensemble sets the stage for a fragrance journey that is both luxurious and captivating.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Middle Notes - Rose, Oud, Sandalwood, Clove, Labdanum:</strong> As the fragrance evolves, the heart notes reveal a rich and complex bouquet of florals and woods. Rose, the queen of flowers, exudes elegance and sophistication, while Oud and Sandalwood add a touch of exotic allure. Clove and Labdanum lend a spicy and resinous depth, creating a middle accord that is both sensual and inviting.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Base Notes - Cedarwood, Musk, Guaiac Wood, Amber Wood:</strong> The grand finale of LA FEDE MAGNUM GOLD EDITION is a base that leaves a lasting impression of warmth and sensuality. Cedarwood and Guaiac Wood provide a solid foundation, while Musk adds a velvety smoothness. Amber Wood infuses the fragrance with a rich and amber-like sweetness, creating a captivating trail that lingers on the skin, evoking the essence of pure indulgence.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Elegance in a Bottle:</strong> Encased in a limited edition gold bottle that exudes sophistication and refinement, LA FEDE MAGNUM GOLD EDITION is a testament to the luxurious experience within. The intricate detailing and ornate design pay homage to the timeless allure of Khadlaj Perfumes, making it a coveted addition to any fragrance collection.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Indulge in Luxury:</strong> LA FEDE MAGNUM GOLD EDITION is more than just a perfume; it's an embodiment of luxury and refinement. Whether you're preparing for a special occasion or seeking a signature scent for everyday wear, let this fragrance be your reminder of the indulgence and opulence that life has to offer.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Experience the Magnificence:</strong> With its captivating blend of notes, LA FEDE MAGNUM GOLD EDITION invites you to experience the magnificence of luxury. This fragrance is a celebration of opulence and sophistication, leaving a trail of golden allure wherever you go. Experience the essence of LA FEDE MAGNUM GOLD EDITION by Khadlaj Perfumes – a fragrance crafted for those who dare to embrace the extraordinary.</p>",Khadlaj-perfumes,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,PERFUME SPRAY,"Men, Perfume Spray, UNISEX, Women",true,Size,100 ML,,,,,,,,'6291107976969,1000.0,shopify,deny,manual,125.00,,true,true,,,,,'6291107976969,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/LA_FEDE_MAGNUM_GOLD_EDITION_100_ML_EDP_SPRAY_-_Khadlaj_Perfumes-1965117.jpg?v=1722410535,1,LA FEDE MAGNUM GOLD EDITION 100 ML EDP SPRAY - Khadlaj Perfumes,false,,,,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Top Notes</h6>
<p>Cypriol, Saffron, Bergamot, Apple</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Middle Notes</h6>
<p>Rose, Oud, Sandalwood, Clove, Labdanum</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Base Notes</h6>
<p>Cedarwood, Musk, Guaiac wood</p>
</div>",,,,,,,,,,,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
la-fede-magnum-gold-edition-100-ml-edp-spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/LA_FEDE_MAGNUM_GOLD_EDITION_100_ML_EDP_SPRAY_-_Khadlaj_Perfumes-1965121.jpg?v=1722410542,2,LA FEDE MAGNUM GOLD EDITION 100 ML EDP SPRAY - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la-fede-magnum-gold-edition-100-ml-edp-spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/LA_FEDE_MAGNUM_GOLD_EDITION_100_ML_EDP_SPRAY_-_Khadlaj_Perfumes-1965124.jpg?v=1722410550,3,LA FEDE MAGNUM GOLD EDITION 100 ML EDP SPRAY - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la-fede-magnum-gold-edition-100-ml-edp-spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/LA_FEDE_MAGNUM_GOLD_EDITION_100_ML_EDP_SPRAY_-_Khadlaj_Perfumes-1965128.jpg?v=1722410557,4,LA FEDE MAGNUM GOLD EDITION 100 ML EDP SPRAY - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le-prestige-royal-100-ml-edp-spray,LÉ PRESTIGE ROYAL 100 ML EDP SPRAY,"<p>Introducing LE PRESTIGE ROYAL by Khadlaj Perfumes, a fragrance that epitomizes regal sophistication and timeless elegance. Crafted with precision and care, this exquisite scent is a symphony of luxurious notes that captivate the senses and elevate every moment.</p>
<p><strong>Top Notes - Bergamot, Spearmint </strong></p>
<p><strong>Middle Notes - Rose, Blackcurrant, Amber </strong></p>
<p><strong>Base Notes - Vanilla, Leather, Cedarwood, Cinnamon</strong></p>
<p><strong>Experience Royalty:</strong> Indulge in the splendor of LE PRESTIGE ROYAL, where every note is a testament to luxury and refinement. Whether you're attending a grand gala or simply seeking to elevate your everyday moments, this fragrance is sure to leave a lasting impression.</p>
<p><strong>Embrace Elegance:</strong> With its exquisite blend of notes, LE PRESTIGE ROYAL embodies the essence of elegance and sophistication. Let its opulent aroma transport you to a world of luxury and indulgence, where every moment is infused with regal allure.</p>
<p><strong>Elevate Your Senses:</strong> Treat yourself to the luxury you deserve with LE PRESTIGE ROYAL by Khadlaj Perfumes. Immerse yourself in its enchanting fragrance and elevate your senses to new heights of sophistication and refinement.</p>",Khadlaj Perfumes,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,PERFUME SPRAY,"Deals, Perfume Spray, UNISEX",true,Size,100 ML,,,,,,,,'6291107975931,1000.0,shopify,deny,manual,100.00,150.00,true,true,,,,,'6291107975931,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/LE_PRESTIGE_ROYAL_100_ML_EDP_SPRAY_-_Khadlaj_Perfumes-1965268.jpg?v=1783948597,1,LÉ PRESTIGE ROYAL 100 ML EDP SPRAY - Khadlaj Perfumes,false,Le Prestige Royal 100ml EDP | Premium Perfume | Khadlaj perfumes,"Looking for a premium perfume? Le Prestige Royal 100ml EDP by Khadlaj blends spearmint, rose, and leather for a regal scent. Shop now!",479,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Top Notes</h6>
<p>Bergamot, Spearmint</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Middle Notes</h6>
<p>Rose, Blackcurrant, Amber</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Base Notes</h6>
<p>Vanilla, Leather, Cedarwood, Cinnamon</p>
</div>",,,,,,,,,,,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
le-prestige-royal-100-ml-edp-spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/LE_PRESTIGE_ROYAL_100_ML_EDP_SPRAY_-_Khadlaj_Perfumes-1965265.jpg?v=1722410829,2,LÉ PRESTIGE ROYAL 100 ML EDP SPRAY - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le-prestige-royal-100-ml-edp-spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/LE_PRESTIGE_ROYAL_100_ML_EDP_SPRAY_-_Khadlaj_Perfumes-1965272.jpg?v=1722410843,3,LÉ PRESTIGE ROYAL 100 ML EDP SPRAY - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le-prestige-royal-100-ml-edp-spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/LE_PRESTIGE_ROYAL_100_ML_EDP_SPRAY_-_Khadlaj_Perfumes-1965276.jpg?v=1722410850,4,LÉ PRESTIGE ROYAL 100 ML EDP SPRAY - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khadlaj-pink-musk-20-ml-perfume-oil-online-best-price-in-dubai-uae,PINK MUSK 20 ML,"<p data-mce-fragment=""1"">Introducing KHADLAJ PINK MUSK 20 ML PERFUME OIL, an exquisite concentrated perfume oil from Khadlaj Perfumes, designed to envelop you in a delicate veil of irresistible allure and sophistication. Crafted with precision and care, this fragrance is a celebration of femininity and elegance, capturing the essence of timeless beauty in every drop.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Top Notes - Blackcurrant, Mandarin, Pear:</strong> PINK MUSK opens with a burst of fruity freshness, as the succulent notes of Blackcurrant and Mandarin mingle with the crisp sweetness of Pear. This invigorating top note combination sets the stage for a fragrance experience that is both vibrant and uplifting, awakening the senses with its youthful charm.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Middle Notes - Rose, Plum Tree Blossoms, Jasmine:</strong> As the fragrance evolves, the heart notes reveal a lush bouquet of florals, with the queen of flowers, Rose, taking center stage. Plum Tree Blossoms add a delicate and romantic touch, while Jasmine lends a hint of seductive allure. Together, these middle notes create an intoxicating blend that captivates and enchants, evoking the feeling of walking through a blooming garden at dusk.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Base Notes - White Musk, Dry Amber, Raspberry:</strong> The grand finale of PINK MUSK is a base that leaves a lasting impression of warmth and sensuality. White Musk envelops the fragrance in a soft and velvety embrace, while Dry Amber adds a touch of sophistication and depth. Raspberry adds a sweet and fruity twist, creating a captivating trail that lingers on the skin, leaving behind an irresistible aura of femininity and grace.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Luxurious Packaging:</strong> Encased in an elegant and compact bottle, PINK MUSK reflects the sophistication and refinement synonymous with Khadlaj Perfumes. The sleek design and intricate detailing make it a perfect addition to any fragrance collection, while its convenient size allows for easy application on the go.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Experience Timeless Beauty:</strong> With its captivating blend of notes, PINK MUSK invites you to experience the timeless beauty and allure of femininity. This fragrance is a celebration of elegance and sophistication, leaving a trail of delicate charm wherever you go. Experience the essence of PINK MUSK by Khadlaj Perfumes – a fragrance crafted for those who embrace their inner grace and poise with effortless charm.</p>",Khadlaj Perfumes,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,CPO,"Deals, perfume oil, Women",true,Size,20 ML,,,,,,,,'6291107977133,500.0,shopify,deny,manual,75.00,100.00,true,true,,,,,'6291107977133,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/PINK_MUSK_20_ML_-_Khadlaj_Perfumes-1965772.jpg?v=1722411803,1,PINK MUSK 20 ML - Khadlaj Perfumes,false,Pink Musk Fragrance | Best Perfume Oil Online For Men & Women,"Shop Khadlaj Pink Musk 20 ml Perfume Oil — premium perfume oils, arabian perfume oils, and oil perfume fragrances with a soft floral musk aroma.",,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Top Notes</h6>
<p> Blackcurrant, Mandarin, Pear</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Middle Notes</h6>
<p>Rose, Plum Tree Blossoms, Jasmine, Musk</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Base Notes</h6>
<p>Musk, Dry Amber, Raspberry</p>
</div>",,,,,,,,,,everyday; casual; formal; special-occasion,,,fruity; citrus; floral,spring; fall; winter; summer,female,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
khadlaj-pink-musk-20-ml-perfume-oil-online-best-price-in-dubai-uae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/PINK_MUSK_20_ML_-_Khadlaj_Perfumes-1965776.jpg?v=1722411810,2,PINK MUSK 20 ML - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
