Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,PRE - ORDER DELIVERY (product.metafields.custom.pre_order_delivery),Pyramid Description (product.metafields.custom.pyramid_description),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Low stock threshold (product.metafields.sam.lowstockthreshold),Color (product.metafields.shopify.color-pattern),Dispenser type (product.metafields.shopify.dispenser-type),Fragrance (product.metafields.shopify.fragrance),Incense type (product.metafields.shopify.incense-type),Material (product.metafields.shopify.material),Occasion (product.metafields.shopify.occasion),Olfactory family (product.metafields.shopify.olfactory-family),Product form (product.metafields.shopify.product-form),Scent (product.metafields.shopify.scent),Season (product.metafields.shopify.season),Target gender (product.metafields.shopify.target-gender),Usage type (product.metafields.shopify.usage-type),EasifyBoxBuilderUrl (product.metafields._easifyboxbuilder.url),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Arab Emirates,Price / United Arab Emirates,Compare At Price / United Arab Emirates,Included / Bahrain,Price / Bahrain,Compare At Price / Bahrain,Included / KSA,Price / KSA,Compare At Price / KSA,Included / Kuwait,Price / Kuwait,Compare At Price / Kuwait,Included / NORTH AFRICA,Price / NORTH AFRICA,Compare At Price / NORTH AFRICA,Included / Oman,Price / Oman,Compare At Price / Oman,Included / Qatar,Price / Qatar,Compare At Price / Qatar,Status
oud-muattar-majnoon-shop-online-best-price-in-dubai-uae,OUD MUATTAR MAJNOON 50 G,"<p><span data-mce-fragment=""1"">Experience the intoxicating allure of Oud Moattar Majnoon, a fragrance that embraces passion and mystery. This captivating blend of notes is carefully curated to ignite your senses and transport you to a realm of seduction and intrigue.</span></p>
<p><span data-mce-fragment=""1""> At the top, the vibrant and citrusy notes of bergamot harmonize with the soothing essence of lavender, creating an intriguing juxtaposition of freshness and tranquility. This invigorating combination sets the stage for the olfactory journey that awaits. </span></p>
<p><span data-mce-fragment=""1"">As the fragrance unfolds, the warm and spicy accords of cinnamon and cardamom take center stage, evoking a sense of intrigue and sensuality. These aromatic spices intertwine, creating a captivating and irresistible aroma that captivates the senses.</span></p>
<p><span data-mce-fragment=""1""> Finally, at the base, the alluring blend of amber and leather leaves a lasting impression. The smooth and velvety notes of amber exude warmth and depth, while the rugged and intriguing essence of leather adds an element of seductive allure. </span><span data-mce-fragment=""1"">This harmonious combination creates a magnetic trail that entices and fascinates those around you.</span></p>
<p><span data-mce-fragment=""1""> Indulge in the captivating essence of Oud Moattar Majnoon and embrace the enigmatic allure it brings. Let the intoxicating blend of bergamot, lavender, cinnamon, cardamom, amber, and leather wrap you in a veil of intrigue and passion. Surrender to the irresistible charm of Oud Moattar Majnoon and let your senses be captivated by its spellbinding aroma. Directions for use: Place a coal on a bukhoor burner and ensure to use a foil underneath to prevent overheating. Place the Bukhoor tablet on the coal to release the captivating fragrance. Keep the burner on elevated surfaces, away from flames, direct heat, and sunlight. Remember to store it out of reach of children for safety.</span></p>",Khadlaj-perfumes,Home & Garden > Decor > Home Fragrances > Incense,OUD MUATTAR,"OUD MUATTAR, UNISEX",true,Size,50 g,,,,,,,,'6297000742670,500.0,shopify,deny,manual,27.00,,true,true,,,,,'6297000742670,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/OUD_MUATTAR_MAJNOON_50_G_-_Khadlaj_Perfumes-1965690.jpg?v=1722411633,1,OUD MUATTAR MAJNOON 50 G - Khadlaj Perfumes,false,"Woody, Musk Oud Fragrance - Luxury Home Ambiance Oil",Woody and musk oud fragrance for a luxury home ambiance. Premium aroma designed for long-lasting freshness.,592,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Top Notes</h6>
<p>Bergamot, Lavender</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Middle Notes</h6>
<p>Cinnamon, Cardamom</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Base Notes</h6>
<p>Amber, Leather</p>
</div>",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/OUD_MUATTAR_MAJNOON_50_G_-_Khadlaj_Perfumes-1965690.jpg?v=1722411633,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
oud-muattar-majnoon-shop-online-best-price-in-dubai-uae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/OUD_MUATTAR_MAJNOON_50_G_-_Khadlaj_Perfumes-1965693.jpg?v=1722411639,2,OUD MUATTAR MAJNOON 50 G - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oud-muattar-badar-shop-online-best-price-in-dubai-uae,OUD MUATTAR BADAR 30 G,"<p><span>Embark on a sensory journey with Oud Moattar Badar, a fragrance that encapsulates elegance and allure. This exquisite blend of notes is meticulously crafted to transport you to a realm of luxury and enchantment.</span></p>
<p><span> At the top, the invigorating scent of bergamot harmonizes with the delicate and ethereal essence of white musk. This captivating combination creates a captivating opening that sets the stage for the olfactory experience to come.</span></p>
<p><span> As the fragrance unfolds, the intoxicating floral bouquet of jasmine and gardenia takes center stage. These blossoms exude a mesmerizing aroma that evokes femininity and grace, enveloping you in a bouquet of pure elegance. </span></p>
<p><span>Finally, at the base, the rich and aromatic tones of agarwood merge with the smooth and woody nuances of sandalwood. This foundation provides depth and longevity to the fragrance, leaving a lasting impression that lingers on the skin and in the air. </span></p>
<p><span>Oud Moattar Badar is more than just a fragrance; it is a transformative experience that awakens the senses and captivates the soul. Let the harmonious blend of bergamot, white musk, jasmine, gardenia, agarwood, and sandalwood transport you to a world of opulence and beauty. Immerse yourself in the essence of Oud Moattar Badar and embrace the allure of sophistication and elegance. Directions for use: Place a coal on a bukhoor burner and ensure to use a foil underneath to prevent overheating. Place the Bukhoor tablet on the coal to release the captivating fragrance. Keep the burner on elevated surfaces, away from flames, direct heat, and sunlight. Remember to store it out of reach of children for safety.</span></p>",Khadlaj-perfumes,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,OUD MUATTAR,"OUD MUATTAR, UNISEX",true,Size,30 g,,,,,,,,'6297000645544,500.0,shopify,deny,manual,21.00,,true,true,,,,,'6297000645544,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/OUD_MUATTAR_BADAR_30_G_-_Khadlaj_Perfumes-1965621.jpg?v=1722411506,1,OUD MUATTAR BADAR 30 G - Khadlaj Perfumes,false,Oud Muattar Fragrance - Premium Home & Office Aroma,Oud Muattar fragrance designed for a premium home and office ambiance. Long-lasting aroma for an elegant environment.,,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Top Notes</h6>
<p>Bergamot, White Musk</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Middle Notes</h6>
<p>Jasmine, Gardenia </p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Base Notes</h6>
<p>Agarwood, Sandalwood</p>
</div>",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/OUD_MUATTAR_BADAR_30_G_-_Khadlaj_Perfumes-1965621.jpg?v=1722411506,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
oud-muattar-badar-shop-online-best-price-in-dubai-uae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/OUD_MUATTAR_BADAR_30_G_-_Khadlaj_Perfumes-1965623.jpg?v=1722411510,2,OUD MUATTAR BADAR 30 G - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oud-muattar-al-azraq-shop-online-best-price-in-dubai-uae,OUD MUATTAR AL AZRAQ 40GM,"<p><span>Oud Moattar Azraq, a fragrance that embodies timeless beauty and refined allure. This exquisite blend of notes is meticulously crafted to captivate your senses and create an enchanting experience. </span></p>
<p><span>At the top, the bright and uplifting notes of bergamot dance harmoniously with the sensual embrace of musk. This invigorating combination sets the stage for the captivating journey that unfolds.</span></p>
<p><span> As the fragrance develops, the floral heart notes take center stage, revealing the delicate and enchanting bouquet of geranium, rose, and peony. These blossoms intertwine, releasing their captivating aroma and adding a touch of grace and femininity to the composition.</span></p>
<p><span> Finally, at the base, the warm and comforting blend of sandalwood, ylang-ylang, and musk lingers on the skin, creating a lasting impression. The creamy and velvety sandalwood adds a sense of depth and richness, while ylang-ylang brings a delicate sweetness. The lingering musk anchors the fragrance, leaving a trail of sensual allure.</span></p>
<p><span> Indulge in the captivating essence of Oud Moattar Azraq and immerse yourself in its elegant beauty. Let the enchanting blend of bergamot, musk, geranium, rose, peony, sandalwood, ylang-ylang, and musk transport you to a world of sophistication and allure. Surrender to the timeless elegance of Oud Moattar Azraq and embrace the captivating aura it brings. Directions for use: Place a coal on a bukhoor burner and ensure to use a foil underneath to prevent overheating. Place the Bukhoor tablet on the coal to release the captivating fragrance. Keep the burner on elevated surfaces, away from flames, direct heat, and sunlight. Remember to store it out of reach of children for safety.</span></p>",Khadlaj-perfumes,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,OUD MUATTAR,"OUD MUATTAR, UNISEX",true,Size,40 g,,,,,,,,'6291107974675,500.0,shopify,deny,manual,35.00,,true,true,,,,,'6291107974675,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/OUD_MUATTAR_AL_AZRAQ_40GM_-_Khadlaj_Perfumes-1965615.jpg?v=1722411495,1,OUD MUATTAR AL AZRAQ 40GM - Khadlaj Perfumes,false,"Oud, Amber Fragrance | Premium Home Scent Shopping Online","Shop Khadlaj Oud Muattar Al Azraq 40g — luxurious oud bakhoor, bakhoor perfume, and perfume and fragrance. Best bakhoor in UAE for home ambiance.",,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Top Notes</h6>
<p>Bergamot, Musk</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Middle Notes</h6>
<p>Geranium, Rose, Peony </p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Base Notes</h6>
<p>Sandalwood, Ylang Ylang, Musk</p>
</div>",,,,,,,,,,,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
oud-muattar-al-azraq-shop-online-best-price-in-dubai-uae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/OUD_MUATTAR_AL_AZRAQ_40GM_-_Khadlaj_Perfumes-1965617.jpg?v=1722411501,2,OUD MUATTAR AL AZRAQ 40GM - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oud-muattar-afzal-shop-online-best-price-in-dubai-uae,OUD MUATTAR AFZAL 24GM,"<p><span data-mce-fragment=""1"">Indulge in the luxurious and captivating essence of Oud Moattar Afzal, a fragrance that embodies elegance and refinement. This exquisite blend of notes is meticulously crafted to create an unforgettable olfactory experience.</span></p>
<p><span data-mce-fragment=""1""> At the top, the intoxicating scent of jasmine intertwines with the delicate floral notes of iris, creating a symphony of pure beauty and sophistication. These top notes set the stage for the journey that lies ahead, captivating your senses and drawing you deeper into the fragrance. </span></p>
<p><span data-mce-fragment=""1"">As the fragrance unfolds, the richness of vanilla mingles with the exotic allure of saffron. This enchanting combination adds depth and complexity to Oud Moattar Afzal, evoking a sense of opulence and sensuality that is truly captivating. The middle notes create a harmonious balance, enveloping you in an aura of warmth and indulgence. </span></p>
<p><span data-mce-fragment=""1"">Finally, at the base, the woody and earthy tones of cedarwood blend seamlessly with the lingering notes of musk. This foundation provides a solid and grounding presence, leaving a lasting impression that lingers in the air and on your skin.</span></p>
<p><span data-mce-fragment=""1""> Oud Moattar Afzal is more than just a fragrance; it is a sensory journey that transports you to a realm of luxury and refinement. Let the captivating blend of jasmine, iris, vanilla, saffron, cedarwood, and musk envelop your senses, creating an ambiance of sophistication and allure. Immerse yourself in the essence of Oud Moattar Afzal and experience the true essence of elegance. Directions for use: Place a coal on a bukhoor burner and ensure to use a foil underneath to prevent overheating. Place the Bukhoor tablet on the coal to release the captivating fragrance. Keep the burner on elevated surfaces, away from flames, direct heat, and sunlight. Remember to store it out of reach of children for safety.</span></p>",Khadlaj-perfumes,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,OUD MUATTAR,"OUD MUATTAR, UNISEX",true,Size,24 g,,,,,,,,'6297000645230,500.0,shopify,deny,manual,63.00,,true,true,,,,,'6297000645230,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/OUD_MUATTAR_AFZAL_24GM_-_Khadlaj_Perfumes-1965609.jpg?v=1722411485,1,OUD MUATTAR AFZAL 24GM - Khadlaj Perfumes,false,Rich Oud Fragrance | Luxury Home Perfume Available Online,"Shop Khadlaj Oud Muattar Afzal 24g — luxurious oud perfume, bakhoor perfume, and perfume and fragrance. Best bakhoor in UAE for home ambiance.",,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Top Notes</h6>
<p>Jasmine, Iris</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Middle Notes</h6>
<p>Vanilla, Saffron</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Base Notes</h6>
<p>Cedarwood, Musk</p>
</div>",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/OUD_MUATTAR_AFZAL_24GM_-_Khadlaj_Perfumes-1965609.jpg?v=1722411485,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
oud-muattar-afzal-shop-online-best-price-in-dubai-uae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/OUD_MUATTAR_AFZAL_24GM_-_Khadlaj_Perfumes-1965612.jpg?v=1722411489,2,OUD MUATTAR AFZAL 24GM - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bakhoor-kashmeeri-120gm-shop-online-best-price-in-dubai-uae,BAKHOOR KASHMEERI 120GM,"<p><span>Experience the captivating allure of Bukhoor Kashmeri, an exquisite fragrance that encapsulates luxury and sophistication. From the moment you light the incense, you'll be transported to a world of opulence and serenity.</span></p>
<p><span> At the top, the gentle embrace of white musk intertwines with the refreshing notes of bergamot, creating an enchanting and uplifting ambiance. This harmonious blend sets the stage for the captivating journey that awaits.</span></p>
<p><span> As the fragrance unfolds, the warm and woody tones of sandalwood blend with the delicate and romantic essence of rose, enveloping your space in an aura of elegance and charm. The middle notes of Bukhoor Kashmeri add depth and complexity, evoking a sense of tranquility and serenity that transcends the ordinary.</span></p>
<p><span> Finally, at the base, the rich and earthy accords of cedarwood and agarwood merge with the sensual and captivating notes of amber. This combination creates a lingering and seductive aroma that lingers in the air, leaving a trail of sophistication and allure.</span></p>
<p><span> Bukhoor Kashmeri is more than just a fragrance; it is an invitation to indulge in the luxuries of life. Let the enchanting scent of Bukhoor Kashmeri elevate your space, creating an ambiance that exudes elegance and refinement. Immerse yourself in the captivating embrace of Bukhoor Kashmeri and let its alluring presence transport you to a world of opulence and serenity.Directions for use: Place a coal on a bukhoor burner and ensure to use a foil underneath to prevent overheating. Place the Bukhoor tablet on the coal to release the captivating fragrance. Keep the burner on elevated surfaces, away from flames, direct heat, and sunlight. Remember to store it out of reach of children for safety.</span></p>",Khadlaj-perfumes,Home & Garden > Decor > Home Fragrances > Incense,BAKHOOR,"Bakhoor, Deals, Unisex",true,Size,120 G,,,,,,,,,0.0,shopify,deny,manual,75.00,120.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/BAKHOOR_KASHMEERI_120GM_-_Khadlaj_Perfumes-1964106.jpg?v=1722408857,1,BAKHOOR KASHMEERI 120GM - Khadlaj Perfumes,false,Buy 120gm Kashmeeri Bakhoor Online in Uae - Khadlaj Perfumes,"Looking for Bakhoor? Khadlaj Perfumes offers Ganaa 120 grams Bakhoor, featuring top notes of tuberose and jasmine that fill the air with an intoxicating floral bouquet.",3686,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Top Notes</h6>
<p>White Musk, Bergamot</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Middle Notes</h6>
<p>Sandalwood, Rose, Cashmere</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Base Notes</h6>
<p>Cedarwood, Agarwood, Amber</p>
</div>",,,,,,,,,,,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
bakhoor-kashmeeri-120gm-shop-online-best-price-in-dubai-uae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/BAKHOOR_KASHMEERI_120GM_-_Khadlaj_Perfumes-1964108.jpg?v=1722408862,2,BAKHOOR KASHMEERI 120GM - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
