Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,PRE - ORDER DELIVERY (product.metafields.custom.pre_order_delivery),Pyramid Description (product.metafields.custom.pyramid_description),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Low stock threshold (product.metafields.sam.lowstockthreshold),Color (product.metafields.shopify.color-pattern),Dispenser type (product.metafields.shopify.dispenser-type),Fragrance (product.metafields.shopify.fragrance),Incense type (product.metafields.shopify.incense-type),Material (product.metafields.shopify.material),Occasion (product.metafields.shopify.occasion),Olfactory family (product.metafields.shopify.olfactory-family),Product form (product.metafields.shopify.product-form),Scent (product.metafields.shopify.scent),Season (product.metafields.shopify.season),Target gender (product.metafields.shopify.target-gender),Usage type (product.metafields.shopify.usage-type),EasifyBoxBuilderUrl (product.metafields._easifyboxbuilder.url),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Arab Emirates,Price / United Arab Emirates,Compare At Price / United Arab Emirates,Included / Bahrain,Price / Bahrain,Compare At Price / Bahrain,Included / KSA,Price / KSA,Compare At Price / KSA,Included / Kuwait,Price / Kuwait,Compare At Price / Kuwait,Included / NORTH AFRICA,Price / NORTH AFRICA,Compare At Price / NORTH AFRICA,Included / Oman,Price / Oman,Compare At Price / Oman,Included / Qatar,Price / Qatar,Compare At Price / Qatar,Status
lak-wahdak-3-pcs-gfit-set,LAK WAHDAK 3 PCS GIFT SET,"<p>An exclusive gift set with bestselling fragrances for women of the modern era.<br data-mce-fragment=""1""></p>
<p>SABA' A WARDAT</p>
<p>The high-quality perfumed lotion is safe for the skin.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">SHIYAAKA WOMEN<br data-mce-fragment=""1""><br data-mce-fragment=""1"">The SHIYAAKA WOMEN perfume is an amazingly seductive scent that has an amazing long-lasting aroma. <br data-mce-fragment=""1""><br data-mce-fragment=""1"">Top Notes: Plumeria, Peony<br data-mce-fragment=""1"">Middle Notes: Lily of the Valley<br data-mce-fragment=""1"">Base Notes: Amber<br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1"">ROSE AND ROMANCE <br data-mce-fragment=""1"">The floral concert is played by tonnes of graceful lilies with a soft aria of royal roses. Flowers intertwine fragrant chords among themselves and blend harmoniously into gentle embraces.</p>
<p><br data-mce-fragment=""1"">Top Notes: Tuberose<br data-mce-fragment=""1"">Middle Notes: Musk<br data-mce-fragment=""1"">Base Notes: Rose and Hyacinth</p>",Khadlaj-perfumes,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,Gift Sets,Deals,true,Size,Gift Set,,,,,,,,'6291107973661,1000.0,shopify,deny,manual,100.00,126.00,true,true,,,,,'6291107973661,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/LAK_WAHDAK_3_PCS_GIFT_SET_-_Khadlaj_Perfumes-1965217.jpg?v=1722410731,1,LAK WAHDAK 3 PCS GIFT SET - Khadlaj Perfumes,false,"Rose, Amber, Musk Gift Fragrance | Luxury Gift Sets Online","Lak Wahdak 3 Pcs Gift Set – Discover a luxury perfume gift set crafted with elegant fragrances, perfect for women. Ideal for special occasions, premium gifting, and online shopping in UAE.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
dehnal-oudh-asal-non-alcoholic-pure-perfume-oil-shop-online-best-price-in-dubai-uae,DEHNAL OUDH ASAL 3 ML,"<style type=""text/css"" data-mce-fragment=""1""><!--
td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}
--></style>
<span data-sheets-value='{""1"":2,""2"":""Experience the captivating allure of Dehn Al Oudh Asal, a pure oud perfume oil sourced from the lush landscapes of the Philippines. Immerse yourself in the rich and enchanting aroma of this exquisite fragrance, crafted to elevate your senses and evoke a sense of timeless elegance.\n\nDerived from the finest oud in the Philippines, Dehn Al Oudh Asal embodies the essence of luxury and sophistication. Each drop of this perfume oil is a testament to the highest quality, ensuring an unforgettable olfactory experience that lingers delicately on your skin and hair.\n\nDehn Al Oudh Asal not only offers a captivating fragrance but is also safe for your skin and hair. Its gentle formulation makes it suitable for all skin types, allowing you to indulge in its luxurious aroma without any concerns. The pure oud oil nourishes and enhances your skin and hair, leaving them feeling rejuvenated and revitalized.\n\nApplying this perfume oil is a sensory delight. Its smooth texture glides effortlessly onto your skin, absorbing quickly to release its mesmerizing scent that will accompany you throughout the day. Simply apply a few drops to your pulse points or gently massage it into your hair for an alluring and long-lasting fragrance experience.\n\nLet the timeless elegance of Dehn Al Oudh Asal transport you to a world of luxury and sophistication. This perfume oil is perfect for those who appreciate the exquisite aroma of pure oud and seek a touch of opulence in their daily lives or on special occasions. Embrace the captivating allure of Dehn Al Oudh Asal and make it a treasured addition to your fragrance collection, adding a distinct and irresistible charm to your personal style.""}' data-sheets-userformat='{""2"":15233,""3"":{""1"":0},""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Calibri"",""16"":11}' data-mce-fragment=""1"">Experience the captivating allure of Dehn Al Oudh Asal, a pure oud perfume oil sourced from the lush landscapes of the Philippines. Immerse yourself in the rich and enchanting aroma of this exquisite fragrance, crafted to elevate your senses and evoke a sense of timeless elegance.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Derived from the finest oud in the Philippines, Dehn Al Oudh Asal embodies the essence of luxury and sophistication. Each drop of this perfume oil is a testament to the highest quality, ensuring an unforgettable olfactory experience that lingers delicately on your skin and hair.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Dehn Al Oudh Asal not only offers a captivating fragrance but is also safe for your skin and hair. Its gentle formulation makes it suitable for all skin types, allowing you to indulge in its luxurious aroma without any concerns. The pure oud oil nourishes and enhances your skin and hair, leaving them feeling rejuvenated and revitalized.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Applying this perfume oil is a sensory delight. Its smooth texture glides effortlessly onto your skin, absorbing quickly to release its mesmerizing scent that will accompany you throughout the day. Simply apply a few drops to your pulse points or gently massage it into your hair for an alluring and long-lasting fragrance experience.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Let the timeless elegance of Dehn Al Oudh Asal transport you to a world of luxury and sophistication. This perfume oil is perfect for those who appreciate the exquisite aroma of pure oud and seek a touch of opulence in their daily lives or on special occasions. Embrace the captivating allure of Dehn Al Oudh Asal and make it a treasured addition to your fragrance collection, adding a distinct and irresistible charm to your personal style.</span>",Khadlaj-perfumes,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,DEHN AL OUDH,"DEHN AL OUDH, UNISEX",true,Size,3 ml,,,,,,,,'6291107970158,500.0,shopify,deny,manual,189.00,,true,true,,,,,'6291107970158,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/DEHNAL_OUDH_ASAL_3_ML_-_Khadlaj_Perfumes-1964308.jpg?v=1722409153,1,DEHNAL OUDH ASAL 3 ML - Khadlaj Perfumes,false,"Oud, Honey, Musk Fragrance | Pure Non-Alcoholic Perfume Oil Online","Dehnal Oudh Asal perfume oil 12ml, non-alcoholic pure oud with warm honeyed notes. Luxury Arabic fragrance oil available online at best price in Dubai UAE.",,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Notes</h6>
<p>Pure Oud from Philipines </p>
</div>",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/DEHNAL_OUDH_ASAL_3_ML_-_Khadlaj_Perfumes-1964308.jpg?v=1722409153,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
dehnal-oudh-asal-non-alcoholic-pure-perfume-oil-shop-online-best-price-in-dubai-uae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/DEHNAL_OUDH_ASAL_3_ML_-_Khadlaj_Perfumes-1964311.jpg?v=1722409158,2,DEHNAL OUDH ASAL 3 ML - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dehnal-oud-turaas-non-alcoholic-pure-perfume-oil-shop-online-best-price-in-dubai-uae,DEHNAL OUD TURAAS 3ML,"<style type=""text/css"" data-mce-fragment=""1""><!--
td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}
--></style>
<span data-sheets-value='{""1"":2,""2"":""Indulge in the luxurious essence of Dehn Al Oud Turaas, a pure oud perfume oil sourced from the exotic lands of Indonesia. Immerse yourself in the captivating aroma of this exquisite fragrance, meticulously crafted to elevate your senses and transport you to a realm of opulence and mystique.\n\nDerived from the finest oud in Indonesia, Dehn Al Oud Turaas exudes a rich and alluring scent that is truly captivating. Each drop of this perfume oil is a testament to the highest quality, ensuring an unforgettable olfactory experience that lingers on your skin and hair.\n\nNot only does Dehn Al Oud Turaas offer an exceptional fragrance, but it is also a safe choice for your skin and hair. Its gentle formulation makes it suitable for all skin types, allowing you to indulge in its luxurious aroma without any worries. The pure oud oil enriches your skin and hair, leaving them feeling nourished, refreshed, and rejuvenated.\n\nApplying this perfume oil is a sensory delight. Its velvety texture glides smoothly onto your skin, absorbing quickly to unveil a captivating scent that lingers throughout the day. Apply a few drops to your pulse points or gently run your fingers through your hair to experience the enchanting allure of Dehn Al Oud Turaas.\n\nEmbrace the enchantment of Dehn Al Oud Turaas and allow the pure oud from Indonesia to envelop your senses. This perfume oil is perfect for those seeking a touch of luxury and sophistication in their daily lives or for special occasions. Let the captivating aroma of Dehn Al Oud Turaas become an integral part of your fragrance collection, adding a distinct and irresistible allure to your personal style.""}' data-sheets-userformat='{""2"":15233,""3"":{""1"":0},""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Calibri"",""16"":11}' data-mce-fragment=""1"">Indulge in the luxurious essence of Dehn Al Oud Turaas, a pure oud perfume oil sourced from the exotic lands of Indonesia. Immerse yourself in the captivating aroma of this exquisite fragrance, meticulously crafted to elevate your senses and transport you to a realm of opulence and mystique.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Derived from the finest oud in Indonesia, Dehn Al Oud Turaas exudes a rich and alluring scent that is truly captivating. Each drop of this perfume oil is a testament to the highest quality, ensuring an unforgettable olfactory experience that lingers on your skin and hair.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Not only does Dehn Al Oud Turaas offer an exceptional fragrance, but it is also a safe choice for your skin and hair. Its gentle formulation makes it suitable for all skin types, allowing you to indulge in its luxurious aroma without any worries. The pure oud oil enriches your skin and hair, leaving them feeling nourished, refreshed, and rejuvenated.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Applying this perfume oil is a sensory delight. Its velvety texture glides smoothly onto your skin, absorbing quickly to unveil a captivating scent that lingers throughout the day. Apply a few drops to your pulse points or gently run your fingers through your hair to experience the enchanting allure of Dehn Al Oud Turaas.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Embrace the enchantment of Dehn Al Oud Turaas and allow the pure oud from Indonesia to envelop your senses. This perfume oil is perfect for those seeking a touch of luxury and sophistication in their daily lives or for special occasions. Let the captivating aroma of Dehn Al Oud Turaas become an integral part of your fragrance collection, adding a distinct and irresistible allure to your personal style.</span>",Khadlaj-perfumes,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,DEHN AL OUDH,"DEHN AL OUDH, UNISEX",true,Size,3 ml,,,,,,,,'6291107973623,500.0,shopify,deny,manual,95.00,,true,true,,,,,'6291107973623,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/DEHNAL_OUD_TURAAS_3ML_-_Khadlaj_Perfumes-1964300.jpg?v=1722409143,1,DEHNAL OUD TURAAS 3ML - Khadlaj Perfumes,false,"Oud, Woody, Musk Fragrance | Luxury Non-Alcoholic Perfume Oil Online","Dehnal Oud Turaas pure perfume oil, non-alcoholic with woody oud richness. Premium oriental fragrance oil to shop online at best price in UAE.",,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Notes</h6>
<p>Pure Indonesian Oud </p>
</div>",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/DEHNAL_OUD_TURAAS_3ML_-_Khadlaj_Perfumes-1964300.jpg?v=1722409143,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
dehnal-oud-turaas-non-alcoholic-pure-perfume-oil-shop-online-best-price-in-dubai-uae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/DEHNAL_OUD_TURAAS_3ML_-_Khadlaj_Perfumes-1964304.jpg?v=1722409149,2,DEHNAL OUD TURAAS 3ML - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dehnal-oud-azeem-non-alcoholic-pure-perfume-oil-shop-online-best-price-in-dubai-uae,DEHNAL OUD AZEEM 3ML,"<style type=""text/css"" data-mce-fragment=""1""><!--
td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}
--></style>
<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Indulge in the mesmerizing allure of Dehn Al Oud Azeem, a pure Cambodian oud perfume oil that embodies sophistication and luxury. Immerse yourself in the captivating aroma of this exquisite fragrance, meticulously crafted for those with discerning tastes.\n\nDerived from the finest Cambodian oud, Dehn Al Oud Azeem encapsulates the essence of this prized ingredient, known for its rich and enchanting scent. Each drop of this perfume oil is a testament to the highest quality, ensuring an unforgettable olfactory experience.\n\nDehn Al Oud Azeem is not only a fragrance of exceptional quality but also a safe choice for your skin and hair. Its gentle formulation makes it suitable for all skin types, allowing you to enjoy its luxurious scent without any concerns. The pure Cambodian oud oil enriches your skin and hair, leaving them feeling nourished and revitalized.\n\nThe application of this perfume oil is a delight for the senses. Its smooth texture glides effortlessly onto your skin, absorbing quickly to leave a subtle, lingering scent. Apply it to your pulse points or run a few drops through your hair for an exquisite aromatic experience that lasts throughout the day.\n\nImmerse yourself in the timeless elegance of Dehn Al Oud Azeem. Let its pure Cambodian oud aroma transport you to a world of opulence and refinement. Whether you're attending a special occasion or simply desire a touch of luxury in your everyday life, this perfume oil is sure to captivate and leave a lasting impression.\n\nExperience the magnificence of Dehn Al Oud Azeem and embrace the exquisite aroma of pure Cambodian oud. Elevate your fragrance collection with this remarkable perfume oil, designed to enhance your personal style and evoke an aura of sophistication and allure.&quot;}"" data-sheets-userformat='{""2"":15233,""3"":{""1"":0},""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Calibri"",""16"":11}' data-mce-fragment=""1"">Indulge in the mesmerizing allure of Dehn Al Oud Azeem, a pure Cambodian oud perfume oil that embodies sophistication and luxury. Immerse yourself in the captivating aroma of this exquisite fragrance, meticulously crafted for those with discerning tastes.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Derived from the finest Cambodian oud, Dehn Al Oud Azeem encapsulates the essence of this prized ingredient, known for its rich and enchanting scent. Each drop of this perfume oil is a testament to the highest quality, ensuring an unforgettable olfactory experience.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Dehn Al Oud Azeem is not only a fragrance of exceptional quality but also a safe choice for your skin and hair. Its gentle formulation makes it suitable for all skin types, allowing you to enjoy its luxurious scent without any concerns. The pure Cambodian oud oil enriches your skin and hair, leaving them feeling nourished and revitalized.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">The application of this perfume oil is a delight for the senses. Its smooth texture glides effortlessly onto your skin, absorbing quickly to leave a subtle, lingering scent. Apply it to your pulse points or run a few drops through your hair for an exquisite aromatic experience that lasts throughout the day.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Immerse yourself in the timeless elegance of Dehn Al Oud Azeem. Let its pure Cambodian oud aroma transport you to a world of opulence and refinement. Whether you're attending a special occasion or simply desire a touch of luxury in your everyday life, this perfume oil is sure to captivate and leave a lasting impression.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Experience the magnificence of Dehn Al Oud Azeem and embrace the exquisite aroma of pure Cambodian oud. Elevate your fragrance collection with this remarkable perfume oil, designed to enhance your personal style and evoke an aura of sophistication and allure.</span>",Khadlaj-perfumes,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,DEHN AL OUDH,"DEHN AL OUDH, UNISEX",true,Size,3 ml,,,,,,,,'6291107973630,500.0,shopify,deny,manual,95.00,,true,true,,,,,'6291107973630,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/DEHNAL_OUD_AZEEM_3ML_-_Khadlaj_Perfumes-1964293.jpg?v=1722409134,1,DEHNAL OUD AZEEM 3ML - Khadlaj Perfumes,false,"Oud, Amber, Oriental Fragrance | Premium Non-Alcoholic Perfume Oil Online","Dehnal Oud Azeem perfume oil, 12ml alcohol-free luxury oud fragrance with deep oriental notes. Shop this pure oud oil online at best price in Dubai UAE.",,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Notes</h6>
<p>Pure Cambodian Oud</p>
</div>",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/DEHNAL_OUD_AZEEM_3ML_-_Khadlaj_Perfumes-1964293.jpg?v=1722409134,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
dehnal-oud-azeem-non-alcoholic-pure-perfume-oil-shop-online-best-price-in-dubai-uae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/DEHNAL_OUD_AZEEM_3ML_-_Khadlaj_Perfumes-1964297.jpg?v=1722409138,2,DEHNAL OUD AZEEM 3ML - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dehn-al-oud-aqdam-non-alcoholic-pure-perfume-oil-shop-online-best-price-in-dubai-uae,DEHNAL OUD AQDAM 3ML,"<style type=""text/css"" data-mce-fragment=""1""><!--
td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}
--></style>
<span data-sheets-value='{""1"":2,""2"":""Dehn Al Oud Aqdam, a pure Indian oud perfume oil crafted with the utmost care and precision. This exquisite fragrance is designed to captivate your senses and elevate your olfactory experience.\n\nDerived from the finest Indian oud, Dehn Al Oud Aqdam is a testament to the rich heritage and craftsmanship associated with oud oils. Each drop of this perfume oil carries the alluring and distinct aroma that is synonymous with the highest quality oud.\n\nWith its pure and authentic composition, Dehn Al Oud Aqdam is safe for both hair and skin, allowing you to indulge in its luxurious scent without any concerns. Its gentle formulation ensures a delightful and soothing experience, leaving you feeling refreshed and adorned with an irresistible fragrance.\n\nThe smooth and velvety texture of this perfume oil allows for easy application, effortlessly gliding onto your skin or hair. Its long-lasting scent lingers throughout the day, enveloping you in a captivating aura that is sure to leave a lasting impression.\n\nEmbrace the opulence of Dehn Al Oud Aqdam and let its intoxicating notes transport you to a world of elegance and sophistication. With its pure Indian oud composition, this perfume oil embodies the essence of luxury, allowing you to adorn yourself with the finest fragrant experience.\n\nElevate your personal fragrance collection with Dehn Al Oud Aqdam and immerse yourself in the captivating allure of pure Indian oud. Experience the luxurious sensation on your skin and hair, and let the enchanting aroma of this perfume oil captivate your senses and evoke a sense of refinement and indulgence.""}' data-sheets-userformat='{""2"":15233,""3"":{""1"":0},""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Calibri"",""16"":11}' data-mce-fragment=""1"">Dehn Al Oud Aqdam, a pure Indian oud perfume oil crafted with the utmost care and precision. This exquisite fragrance is designed to captivate your senses and elevate your olfactory experience.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Derived from the finest Indian oud, Dehn Al Oud Aqdam is a testament to the rich heritage and craftsmanship associated with oud oils. Each drop of this perfume oil carries the alluring and distinct aroma that is synonymous with the highest quality oud.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">With its pure and authentic composition, Dehn Al Oud Aqdam is safe for both hair and skin, allowing you to indulge in its luxurious scent without any concerns. Its gentle formulation ensures a delightful and soothing experience, leaving you feeling refreshed and adorned with an irresistible fragrance.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">The smooth and velvety texture of this perfume oil allows for easy application, effortlessly gliding onto your skin or hair. Its long-lasting scent lingers throughout the day, enveloping you in a captivating aura that is sure to leave a lasting impression.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Embrace the opulence of Dehn Al Oud Aqdam and let its intoxicating notes transport you to a world of elegance and sophistication. With its pure Indian oud composition, this perfume oil embodies the essence of luxury, allowing you to adorn yourself with the finest fragrant experience.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Elevate your personal fragrance collection with Dehn Al Oud Aqdam and immerse yourself in the captivating allure of pure Indian oud. Experience the luxurious sensation on your skin and hair, and let the enchanting aroma of this perfume oil captivate your senses and evoke a sense of refinement and indulgence.</span>",Khadlaj-perfumes,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,DEHN AL OUDH,"DEHN AL OUDH, UNISEX",true,Size,3 ml,,,,,,,,'6291107973647,500.0,shopify,deny,manual,95.00,,true,true,,,,,'6291107973647,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/DEHNAL_OUD_AQDAM_3ML_-_Khadlaj_Perfumes-1964287.jpg?v=1722409125,1,DEHNAL OUD AQDAM 3ML - Khadlaj Perfumes,false,"Oud, Amber, Musk Fragrance | Alcohol-Free Perfume Oil","Oud, amber, and musk blend in a luxurious alcohol-free perfume oil for long-lasting fragrance and elegance. Shop premium scents online.",,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Notes</h6>
<p>Pure Indian Oud</p>
</div>",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/DEHNAL_OUD_AQDAM_3ML_-_Khadlaj_Perfumes-1964287.jpg?v=1722409125,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
dehn-al-oud-aqdam-non-alcoholic-pure-perfume-oil-shop-online-best-price-in-dubai-uae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/DEHNAL_OUD_AQDAM_3ML_-_Khadlaj_Perfumes-1964290.jpg?v=1722409129,2,DEHNAL OUD AQDAM 3ML - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wild-indonesian-oud-spray-shop-online-best-price-in-dubai-uae,WILD INDONESIAN OUD PURE EDP SPRAY 60 ML,"<p>Created by our Founder &amp; Master Perfumer, Mr. Mohamed Iqbal Abdul Sattar, Wild Indonesian Oud Pure is a powerful new Eau de Parfum spray from the House of Khadlaj Perfumes. This bold fragrance is crafted for true oud connoisseurs, featuring the raw intensity of pure Dehnal Oud throughout its composition, from top to base notes. Rich, deep, and uncompromising, it delivers a long-lasting and authentic oud experience, making it an ideal choice for men who appreciate timeless luxury and pure oriental perfumery.</p>
<p> </p>",Khadlaj-perfumes,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,PERFUME SPRAY,"Deals, Men, Perfume Spray",true,Size,60 ML,,,,,,,,'6291107974620,1000.0,shopify,deny,manual,150.00,200.00,true,true,,,,,'6291107974620,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/WildIndonesian-01.jpg?v=1764136665,1,WILD INDONESIAN OUD PURE EDP SPRAY 60 ML - Khadlaj Perfumes,false,Wild Indonesian Oud Perfume | Oud Perfume in UAE | Khadlaj Perfumes,"Shop Wild Indonesian Oud Perfume from Khadlaj Perfumes – an exotic oud perfume in UAE with deep, woody notes. Perfect for those who love rich oriental scents. Order Now!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
